segment_start,segment_end,label,instrument,song_artist,song_title
0.325079365,12.817414965,intro,dr,ArtPepper,InAMellowTone
12.817414965,62.600997732,theme_01_01,"cl,b,dr",ArtPepper,InAMellowTone
62.600997732,110.341224489,solo_01_01,"s_cl,b_b,b_dr",ArtPepper,InAMellowTone
110.341224489,156.223854875,solo_01_02,"s_cl,b_b,b_dr",ArtPepper,InAMellowTone
156.223854875,200.991927437,solo_01_03,"s_cl,b_b,b_dr",ArtPepper,InAMellowTone
200.991927437,245.812244897,solo_01_04,"s_cl,b_b,b_dr",ArtPepper,InAMellowTone
245.812244897,288.914285714,solo_02_01,"s_b,b_dr",ArtPepper,InAMellowTone
288.914285714,334.106122448,solo_02_02,"s_b,b_dr",ArtPepper,InAMellowTone
334.106122448,378.253061224,solo_03_01,"s_cl,s_dr,b_b",ArtPepper,InAMellowTone
378.253061224,421.61632653,solo_03_02,"s_cl,s_dr,b_b",ArtPepper,InAMellowTone
421.61632653,467.853061224,theme_02_01,"cl,b,dr",ArtPepper,InAMellowTone
467.853061224,511.999999999,outro,"cl,b,dr",ArtPepper,InAMellowTone
511.999999999,515.6666666666666,silence,,ArtPepper,InAMellowTone
0.0,0.653061224,silence,,ArtPepper,Stardust
0.653061224,16.718367346,intro,"p,b,dr",ArtPepper,Stardust
16.718367346,79.151020408,theme_01_01,"as,p,b,dr",ArtPepper,Stardust
79.151020408,142.889795918,theme_01_02,"as,p,b,dr",ArtPepper,Stardust
142.889795918,205.191836734,solo_01_01,"s_as,b_p,b_b,b_dr",ArtPepper,Stardust
205.191836734,270.367346938,solo_01_02,"s_as,b_p,b_b,b_dr",ArtPepper,Stardust
270.367346938,333.714285714,solo_02_01,"s_p,b_b,b_dr",ArtPepper,Stardust
333.714285714,402.67755102,solo_03_01,"s_as,b_p,b_b,b_dr",ArtPepper,Stardust
402.67755102,470.595918367,solo_03_02,"s_as,b_p,b_b,b_dr",ArtPepper,Stardust
470.595918367,533.028571428,solo_03_03,"s_as,b_p,b_b,b_dr",ArtPepper,Stardust
533.028571428,595.722448979,solo_03_04,"s_as,b_p,b_b,b_dr",ArtPepper,Stardust
595.722448979,628.5061224479999,outro,"as,p,b,dr",ArtPepper,Stardust
628.5061224479999,632.1733333333333,silence,,ArtPepper,Stardust
0.0,0.185759637,silence,,BennyCarter,IGotItBad
0.185759637,56.563809523,theme_01_01,"as,p,b",BennyCarter,IGotItBad
56.563809523,112.709659863,solo_01_01,"s_as,b_p,b_b",BennyCarter,IGotItBad
112.709659863,171.966984126,theme_02_01,"as,p,b,dr",BennyCarter,IGotItBad
171.966984126,175.38666666666666,silence,,BennyCarter,IGotItBad
0.0,0.557278911,silence,,BennyCarter,It'sAWonderfulWorld
0.557278911,9.009342403,intro,"p,dr",BennyCarter,It'sAWonderfulWorld
9.009342403,40.007981859,theme_01_01,"as,p,b,dr",BennyCarter,It'sAWonderfulWorld
40.007981859,70.797641723,solo_01_01,"s_as,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
70.797641723,101.70340136,solo_01_02,"s_as,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
101.70340136,132.77170068,solo_01_03,"s_as,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
132.77170068,163.236281179,solo_02_01,"s_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
163.236281179,193.747301587,solo_02_02,"s_p,b_g,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
193.747301587,224.002902494,solo_02_03,"s_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
224.002902494,254.444263038,solo_03_01,"s_as,b_g,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
254.444263038,284.514104308,solo_03_02,"s_as,b_g,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
284.514104308,314.189206349,solo_04_01,"s_g,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
314.189206349,344.677006802,solo_04_02,"s_g,b_p,b_b,b_dr",BennyCarter,It'sAWonderfulWorld
344.677006802,386.821224489,theme_02_01,"as,g,p,b,dr",BennyCarter,It'sAWonderfulWorld
386.821224489,392.7733333333333,silence,,BennyCarter,It'sAWonderfulWorld
0.0,0.325079365,silence,,BennyCarter,JustFriends
0.325079365,10.216780045,intro,p,BennyCarter,JustFriends
10.216780045,48.297505668,theme_01_01,"p,b,dr",BennyCarter,JustFriends
48.297505668,86.006712018,solo_01_01,"s_p,b_b,b_dr",BennyCarter,JustFriends
86.006712018,122.926439909,solo_01_02,"s_p,b_b,b_dr",BennyCarter,JustFriends
122.926439909,160.914285714,solo_02_01,"s_as,b_p,b_b,b_dr",BennyCarter,JustFriends
160.914285714,198.530612244,solo_02_02,"s_as,b_p,b_b,b_dr",BennyCarter,JustFriends
198.530612244,236.936417233,solo_02_03,"s_as,b_p,b_b,b_dr",BennyCarter,JustFriends
236.936417233,274.970702947,solo_03_01,"s_g,b_p,b_b,b_dr",BennyCarter,JustFriends
274.970702947,310.357913832,solo_03_02,"s_g,b_p,b_b,b_dr",BennyCarter,JustFriends
310.357913832,346.255963718,solo_03_03,"s_g,b_p,b_b,b_dr",BennyCarter,JustFriends
346.255963718,393.810430838,theme_02_01,"p,as,g,b,dr",BennyCarter,JustFriends
393.810430838,399.76,silence,,BennyCarter,JustFriends
0.0,0.195918367,silence,,BennyCarter,LongAgoAndFarAway
0.195918367,10.481632653,intro,"p,dr",BennyCarter,LongAgoAndFarAway
10.481632653,51.918367346,theme_01_01,"as,p,b,dr",BennyCarter,LongAgoAndFarAway
51.918367346,93.485714285,solo_01_01,"s_as,b_p,b_b,b_dr",BennyCarter,LongAgoAndFarAway
93.485714285,133.746938775,solo_02_01,"s_g,b_p,b_b,b_dr",BennyCarter,LongAgoAndFarAway
133.746938775,182.741043083,theme_02_01,"as,p,b,dr",BennyCarter,LongAgoAndFarAway
182.741043083,185.14666666666668,silence,,BennyCarter,LongAgoAndFarAway
0.0,0.457142857,silence,,BennyCarter,SweetLorraine
0.457142857,12.01632653,intro,p,BennyCarter,SweetLorraine
12.01632653,95.21632653,theme_01_01,"as,p,b,dr",BennyCarter,SweetLorraine
95.21632653,179.069387755,solo_01_01,"s_as,b_p,b_b,b_dr",BennyCarter,SweetLorraine
179.069387755,262.4,solo_02_01,"s_g,b_b,b_dr",BennyCarter,SweetLorraine
262.4,345.534693877,solo_03_01,"s_p,b_b,b_dr",BennyCarter,SweetLorraine
345.534693877,405.224489795,theme_02_01,"as,p,g,b,dr",BennyCarter,SweetLorraine
405.224489795,410.64,silence,,BennyCarter,SweetLorraine
0.0,0.185759637,silence,,BennyGoodman,Avalon
0.185759637,3.924172335,intro,vib,BennyGoodman,Avalon
3.924172335,35.735510204,theme_01_01,"cl,p,vib,dr",BennyGoodman,Avalon
35.735510204,67.477188208,solo_01_02,"s_p,b_dr",BennyGoodman,Avalon
67.477188208,99.520725623,solo_02_01,"s_cl,b_p,b_vib,b_dr",BennyGoodman,Avalon
99.520725623,131.332063492,solo_03_01,"s_vib,b_p,b_dr",BennyGoodman,Avalon
131.332063492,163.561360544,theme_02_01,"cl,vib,p,dr",BennyGoodman,Avalon
163.561360544,165.44,silence,,BennyGoodman,Avalon
0.0,0.081632653,silence,,BennyGoodman,HandfulOfKeys
0.081632653,6.595918367,intro,p,BennyGoodman,HandfulOfKeys
6.595918367,19.542857142,theme_01_01,"cl,vib,p,dr,b",BennyGoodman,HandfulOfKeys
19.542857142,35.934693877,theme_01_02,"cl,vib,p,dr,b",BennyGoodman,HandfulOfKeys
35.934693877,48.734693877,solo_01_01,"s_p,b_dr,b_b",BennyGoodman,HandfulOfKeys
48.734693877,61.648979591,solo_01_02,"s_p,b_dr,b_b",BennyGoodman,HandfulOfKeys
61.648979591,74.383673469,theme_02_01,"cl,vib,p,dr,b",BennyGoodman,HandfulOfKeys
74.383673469,87.510204081,theme_02_02,"cl,vib,p,dr,b",BennyGoodman,HandfulOfKeys
87.510204081,100.408163265,solo_02_01,"s_vib,b_dr,b_b,b_p",BennyGoodman,HandfulOfKeys
100.408163265,113.175510204,solo_02_02,"s_vib,b_dr,b_b,b_p",BennyGoodman,HandfulOfKeys
113.175510204,125.926530612,solo_03_01,"s_cl,b_dr,b_b,b_p",BennyGoodman,HandfulOfKeys
125.926530612,139.67346938699998,outro,"cl,vib,p,dr,b",BennyGoodman,HandfulOfKeys
139.67346938699998,141.92326530612246,silence,,BennyGoodman,HandfulOfKeys
0.0,0.232199546,silence,,BennyGoodman,Nobody'sSweetheart
0.232199546,3.088253968,intro,dr,BennyGoodman,Nobody'sSweetheart
3.088253968,33.506394557,theme_01_01,"cl,p,dr",BennyGoodman,Nobody'sSweetheart
33.506394557,64.249614512,solo_01_01,"s_p,b_dr",BennyGoodman,Nobody'sSweetheart
64.249614512,94.667755102,solo_02_01,"s_cl,b_p,b_dr",BennyGoodman,Nobody'sSweetheart
94.667755102,129.265487528,solo_03_01,"s_p,s_dr,b_cl",BennyGoodman,Nobody'sSweetheart
129.265487528,164.397278911,theme_02_01,"cl,p,dr",BennyGoodman,Nobody'sSweetheart
164.397278911,166.66666666666666,silence,,BennyGoodman,Nobody'sSweetheart
0.0,0.195918367,silence,,BennyGoodman,Runnin'Wild
0.195918367,15.967346938,intro,"dr,vib,cl",BennyGoodman,Runnin'Wild
15.967346938,44.767346938,theme_01_01,"cl,vib,p,dr",BennyGoodman,Runnin'Wild
44.767346938,71.494240362,solo_01_01,"s_p,b_dr",BennyGoodman,Runnin'Wild
71.494240362,98.870566893,solo_02_01,"s_cl,b_vib,b_p,b_dr",BennyGoodman,Runnin'Wild
98.870566893,126.339773242,solo_03_01,"s_vib,b_cl,b_p,b_dr",BennyGoodman,Runnin'Wild
126.339773242,155.480816325,theme_02_01,"cl,vib,p,dr",BennyGoodman,Runnin'Wild
155.480816325,157.42666666666668,silence,,BennyGoodman,Runnin'Wild
0.0,0.261224489,silence,,BennyGoodman,TigerRag
0.261224489,28.27755102,intro,"dr,cl,p",BennyGoodman,TigerRag
28.27755102,56.55510204,theme_01_01,"cl,p,dr",BennyGoodman,TigerRag
56.55510204,86.355011337,solo_01_01,"s_cl,b_p,b_dr",BennyGoodman,TigerRag
86.355011337,114.358276643,solo_02_01,"s_p,b_dr",BennyGoodman,TigerRag
114.358276643,141.781043083,solo_03_01,"s_dr,b_cl,b_p",BennyGoodman,TigerRag
141.781043083,170.341587301,solo_04_01,"s_cl,b_p,b_dr",BennyGoodman,TigerRag
170.341587301,202.176145124,theme_02_01,"cl,p,dr",BennyGoodman,TigerRag
202.176145124,204.1730612244898,silence,,BennyGoodman,TigerRag
0.0,0.208979591,silence,,BennyGoodman,Whispering
0.208979591,5.456689342,intro,p,BennyGoodman,Whispering
5.456689342,45.325351473,theme_01_01,"cl,p,dr",BennyGoodman,Whispering
45.325351473,84.845714285,solo_01_01,"s_cl,b_p,b_dr",BennyGoodman,Whispering
84.845714285,123.506938775,solo_02_01,"s_vib,b_p,b_dr",BennyGoodman,Whispering
123.506938775,161.750204081,solo_03_01,"s_p,b_dr",BennyGoodman,Whispering
161.750204081,200.713287981,theme_02_01,"cl,vib,b,dr",BennyGoodman,Whispering
200.713287981,202.7333333333333,silence,,BennyGoodman,Whispering
0.0,0.55510204,silence,,BenWebster,ByeByeBlackbird
0.55510204,14.497959183,intro,"b,dr",BenWebster,ByeByeBlackbird
14.497959183,69.110204081,theme_01_01,"ts,b,dr",BenWebster,ByeByeBlackbird
69.110204081,123.640816326,solo_01_01,"s_p,b_b,b_dr",BenWebster,ByeByeBlackbird
123.640816326,178.122448979,solo_01_02,"s_p,b_b,b_dr",BenWebster,ByeByeBlackbird
178.122448979,233.33877551,solo_02_01,"s_ts,b_p,b_b,b_dr",BenWebster,ByeByeBlackbird
233.33877551,286.791836734,solo_02_02,"s_ts,b_p,b_b,b_dr",BenWebster,ByeByeBlackbird
286.791836734,341.779591836,solo_02_03,"s_ts,b_p,b_b,b_dr",BenWebster,ByeByeBlackbird
341.779591836,400.130612244,theme_02_01,"ts,b,dr",BenWebster,ByeByeBlackbird
400.130612244,402.6666666666667,silence,,BenWebster,ByeByeBlackbird
0.0,0.696598639,silence,,BenWebster,DidYouCallHerToday
0.696598639,17.229206349,intro,"p,b,dr",BenWebster,DidYouCallHerToday
17.229206349,81.664580498,theme_01_01,"tp,ts,p,b,dr",BenWebster,DidYouCallHerToday
81.664580498,145.031836734,solo_01_01,"s_tp,b_p,b_b,b_dr",BenWebster,DidYouCallHerToday
145.031836734,212.183945578,solo_01_02,"s_tp,b_p,b_b,b_dr",BenWebster,DidYouCallHerToday
212.183945578,277.989297052,solo_02_01,"s_ts,b_p,b_b,b_dr",BenWebster,DidYouCallHerToday
277.989297052,341.983492063,solo_02_02,"s_ts,b_p,b_b,b_dr",BenWebster,DidYouCallHerToday
341.983492063,405.536507936,solo_03_01,"s_p,b_b,b_dr",BenWebster,DidYouCallHerToday
405.536507936,470.436281179,solo_04_01,"s_tp,s_ts,b_p,b_b,b_dr",BenWebster,DidYouCallHerToday
470.436281179,538.354648525,theme_02_01,"tp,ts,p,b,dr",BenWebster,DidYouCallHerToday
538.354648525,539.6933333333334,silence,,BenWebster,DidYouCallHerToday
0.0,0.789478458,silence,,BenWebster,MyIdeal
0.789478458,13.514013605,intro,p,BenWebster,MyIdeal
13.514013605,61.347120181,theme_01_01,"p,b,dr",BenWebster,MyIdeal
61.347120181,112.872199546,solo_01_01,"s_ts,b_p,b_b,b_dr",BenWebster,MyIdeal
112.872199546,164.977777777,solo_01_02,"s_ts,b_p,b_b,b_dr",BenWebster,MyIdeal
164.977777777,216.502857142,solo_01_03,"s_ts,b_p,b_b,b_dr",BenWebster,MyIdeal
216.502857142,269.165714285,solo_02_01,"s_p,b_b,b_dr",BenWebster,MyIdeal
269.165714285,322.455510204,solo_02_02,"s_p,b_b,b_dr",BenWebster,MyIdeal
322.455510204,376.627664399,solo_02_03,"s_p,b_b,b_dr",BenWebster,MyIdeal
376.627664399,433.957732426,theme_02_01,"ts,p,b,dr",BenWebster,MyIdeal
433.957732426,435.6,silence,,BenWebster,MyIdeal
0.0,0.766258503,silence,,BenWebster,NightAndDay
0.766258503,10.448979591,intro,p,BenWebster,NightAndDay
10.448979591,70.33324263,theme_01_01,"p,b,dr",BenWebster,NightAndDay
70.33324263,133.654058956,solo_01_01,"s_ts,b_p,b_b,b_dr",BenWebster,NightAndDay
133.654058956,196.326530612,solo_01_02,"s_ts,b_p,b_b,b_dr",BenWebster,NightAndDay
196.326530612,259.248979591,solo_02_01,"s_p,b_b,b_dr",BenWebster,NightAndDay
259.248979591,326.008163264,theme_02_01,"p,ts,b,dr",BenWebster,NightAndDay
326.008163264,327.0933333333333,silence,,BenWebster,NightAndDay
0.0,0.522448979,silence,,BenWebster,WhereOrWhen
0.522448979,25.469387755,intro,p,BenWebster,WhereOrWhen
25.469387755,54.204081632,theme_01_01,"p,b,dr",BenWebster,WhereOrWhen
54.204081632,83.330612244,theme_01_02,"p,b,dr",BenWebster,WhereOrWhen
83.330612244,112.587755102,solo_01_01,"s_p,b_b,b_dr",BenWebster,WhereOrWhen
112.587755102,141.714285714,solo_01_02,"s_p,b_b,b_dr",BenWebster,WhereOrWhen
141.714285714,171.102040816,theme_02_01,"ts,p,b,dr",BenWebster,WhereOrWhen
171.102040816,199.836734693,theme_02_02,"ts,p,b,dr",BenWebster,WhereOrWhen
199.836734693,228.963265306,solo_02_01,"s_ts,b_p,b_b,b_dr",BenWebster,WhereOrWhen
228.963265306,259.265306122,solo_02_02,"s_ts,b_p,b_b,b_dr",BenWebster,WhereOrWhen
259.265306122,288.130612244,solo_03_01,"s_p,b_b,b_dr",BenWebster,WhereOrWhen
288.130612244,317.648979591,solo_03_02,"s_p,b_b,b_dr",BenWebster,WhereOrWhen
317.648979591,344.81632653,theme_03_01,"ts,p,b,dr",BenWebster,WhereOrWhen
344.81632653,382.563265305,theme_03_02,"ts,p,b,dr",BenWebster,WhereOrWhen
382.563265305,385.4,silence,,BenWebster,WhereOrWhen
0.0,0.232199546,silence,,BillDobbins,ConAlma
0.232199546,8.916462585,intro,"p,b,dr",BillDobbins,ConAlma
8.916462585,83.173877551,theme_01_01,"tp,as,p,b,dr",BillDobbins,ConAlma
83.173877551,142.849160997,solo_01_01,"s_as,b_p,b_b,b_dr",BillDobbins,ConAlma
142.849160997,204.428480725,solo_02_01,"s_tp,b_p,b_b,b_dr",BillDobbins,ConAlma
204.428480725,264.568163265,solo_03_01,"s_p,b_b,b_dr",BillDobbins,ConAlma
264.568163265,326.704761904,theme_02_01,"tp,as,p,b,dr",BillDobbins,ConAlma
326.704761904,364.878367346,outro,"tp,as,p,b,dr",BillDobbins,ConAlma
364.878367346,370.0,silence,,BillDobbins,ConAlma
0.0,1.044897959,silence,,BixBeiderbecke,I'mComingVirginia
1.044897959,13.795918367,intro,"ts,bs,g,tb",BixBeiderbecke,I'mComingVirginia
13.795918367,59.804081632,theme_01_01,"ts,bs,g,tb",BixBeiderbecke,I'mComingVirginia
59.804081632,90.383673469,solo_01_01,"s_ts,b_cor,b_tb,b_g",BixBeiderbecke,I'mComingVirginia
90.383673469,133.746938775,solo_02_01,"s_cor,b_tb,b_g,b_dr",BixBeiderbecke,I'mComingVirginia
133.746938775,187.085714285,theme_02_01,"cor,tb,ts,cl,g,dr",BixBeiderbecke,I'mComingVirginia
187.085714285,190.58666666666667,silence,,BixBeiderbecke,I'mComingVirginia
0.0,0.255419501,silence,,BixBeiderbecke,Margie
0.255419501,5.24770975,intro,"cl,cor,tb",BixBeiderbecke,Margie
5.24770975,46.230929705,theme_01_01,"cor,cl,tb,b",BixBeiderbecke,Margie
46.230929705,87.237369614,solo_01_01,"s_p,b_dr",BixBeiderbecke,Margie
87.237369614,129.497687074,solo_02_01,"s_cl,s_cor,b_p,b_b,b_dr",BixBeiderbecke,Margie
129.497687074,174.149659863,theme_02_01,"cl,cor,tb,p,b,dr",BixBeiderbecke,Margie
174.149659863,176.36,silence,,BixBeiderbecke,Margie
0.0,0.236734693,silence,,BixBeiderbecke,RiverboatShuffle
0.236734693,4.669387755,intro,"cor,cl,tb,as,ts,p,g,dr",BixBeiderbecke,RiverboatShuffle
4.669387755,32.0,theme_01_01,"cor,cl,ts,as,tb,p,g,dr",BixBeiderbecke,RiverboatShuffle
32.0,58.840816326,theme_01_02,"cor,cl,ts,as,tb,p,g,dr",BixBeiderbecke,RiverboatShuffle
58.840816326,86.073469387,solo_01_01,"s_cor,b_p,b_g,b_dr",BixBeiderbecke,RiverboatShuffle
86.073469387,113.632653061,solo_01_02,"s_cor,b_ts,b_as,b_tb,b_cl,b_p,b_g",BixBeiderbecke,RiverboatShuffle
113.632653061,140.734693877,solo_02_01,"s_cl,b_p,b_g,b_dr",BixBeiderbecke,RiverboatShuffle
140.734693877,168.293877551,solo_02_02,"s_cl,b_cor,b_tb,b_cl,b_ts,b_as,b_p,b_g,b_dr",BixBeiderbecke,RiverboatShuffle
168.293877551,188.081632653,theme_02_01,"cor,cl,tb,ts,as,p,g,dr",BixBeiderbecke,RiverboatShuffle
188.081632653,190.66666666666663,silence,,BixBeiderbecke,RiverboatShuffle
0.0,0.130612244,silence,,BixBeiderbecke,RoyalGardenBlues
0.130612244,11.689795918,intro,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
11.689795918,28.342857142,theme_01_01,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
28.342857142,45.191836734,theme_01_02,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
45.191836734,61.910204081,theme_01_03,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
61.910204081,78.563265306,theme_01_04,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
78.563265306,95.317913832,theme_01_05,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
95.317913832,112.036281179,solo_01_01,"s_cl,b_p,bs_b",BixBeiderbecke,RoyalGardenBlues
112.036281179,128.290249433,solo_02_01,"s_bs,b_p,b_dr",BixBeiderbecke,RoyalGardenBlues
128.290249433,144.96217687,solo_03_01,"s_tb,b_p,bs_b,b_dr",BixBeiderbecke,RoyalGardenBlues
144.96217687,161.634104308,solo_04_01,"s_cor,b_p,bs_b,b_dr",BixBeiderbecke,RoyalGardenBlues
161.634104308,179.745668933,theme_02_01,"cl,cor,tb,p,bs,dr",BixBeiderbecke,RoyalGardenBlues
179.745668933,181.88,silence,,BixBeiderbecke,RoyalGardenBlues
0.0,1.207437641,silence,,BixBeiderbecke,SinginTheBlues
1.207437641,8.080544217,intro,"ts,cl,cor,dr",BixBeiderbecke,SinginTheBlues
8.080544217,63.506575963,theme_01_01,"ts,g,dr",BixBeiderbecke,SinginTheBlues
